path	git_state	size_bytes	mtime	classification	scientific_value	should_version	reason	target_commit_group	action
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/causal_v4_25_full_model_profile.json	untracked	85237	2026-08-16 14:25:25	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/copy_cast_contiguous_audit.md	untracked	493	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/cuda_api_summary.csv	untracked	396	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/environment.md	untracked	5464	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/final_gate.json	untracked	2226	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/fp16_full_model_decode_trace.json	untracked	42832695	2026-08-16 14:25:48	PROFILER_TRACE	high	NO	Raw profiler trace is too large for Git; summarized evidence already exists.	local_only_artifact	leave_local_only
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/fp16_full_model_kernel_events.csv	untracked	5590415	2026-08-16 14:25:50	PROFILER_TRACE	high	NO	Raw profiler trace is too large for Git; summarized evidence already exists.	local_only_artifact	leave_local_only
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/fp16_full_model_profile.json	untracked	29463	2026-08-16 14:25:50	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/fp16_tail_decomposition.md	untracked	202	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/fp16_vs_causal_launch_comparison.md	untracked	428	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/gpu_idle_gap_analysis.md	untracked	626	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/history_kernel_decomposition.md	untracked	325	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/kernel_inventory.csv	untracked	43719	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/kernel_inventory.md	untracked	4674	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/post_forensic_decision.md	untracked	261	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/preflight.json	untracked	12116	2026-08-16 14:35:24	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/qk_tail_decomposition.md	untracked	198	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/softmax_decomposition.md	untracked	230	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/summary.md	untracked	1244	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/sync_audit.md	untracked	419	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/timeline_backend.md	untracked	386	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_attention_kernel_launch_forensic_v1/tiny_kernel_analysis.md	untracked	271	2026-08-16 14:37:55	FINAL_RESULT_EVIDENCE	high	YES	Canonical final-system kernel launch forensic evidence.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/cache_mutation_validation.md	untracked	226	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/capture_feasibility_audit.md	untracked	1358	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/correctness.md	untracked	262	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/cuda_api_before_after.md	untracked	272	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/custom_kernel_capture_compatibility.md	untracked	542	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/decision.md	untracked	166	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/final_gate.json	untracked	292	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/graph_eligibility.md	untracked	440	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/kernel_launch_before_after.md	untracked	304	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/memory_overhead.md	untracked	221	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/performance_c2048_b1.md	untracked	389	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/points/eager_c2048_b1.json	untracked	9491	2026-08-16 15:06:50	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/points/graph_c2048_b1_aggregate.json	untracked	29981	2026-08-16 15:06:50	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/points/graph_c2048_b1_run1.json	untracked	184	2026-08-16 15:06:50	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/points/graph_c2048_b1_run2.json	untracked	184	2026-08-16 15:06:50	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/points/graph_c2048_b1_run3.json	untracked	183	2026-08-16 15:06:50	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/post_graph_bottleneck.md	untracked	314	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/preflight.json	untracked	12706	2026-08-16 15:06:25	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/static_buffer_design.md	untracked	452	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/causal_decode_cudagraph_replay_v1/summary.md	untracked	1762	2026-08-16 15:09:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative CUDA graph evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe.json	untracked	12941	2026-08-15 15:28:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_report.md	untracked	3168	2026-08-15 15:29:06	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx256.json	untracked	1876	2026-08-15 15:16:19	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx4096.json	untracked	1874	2026-08-15 15:17:13	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx8192.json	untracked	1874	2026-08-15 15:18:32	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx16384.json	untracked	1871	2026-08-15 15:16:04	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx256.json	untracked	2895	2026-08-15 15:15:47	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx4096.json	untracked	2898	2026-08-15 15:15:54	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx8192.json	untracked	1868	2026-08-15 15:15:59	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/README.md	untracked	1359	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/capacity_scaling.csv	untracked	301	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/capacity_scaling.json	untracked	795	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/context_scaling.csv	untracked	345	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/context_scaling.json	untracked	1694	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_raw.csv	untracked	2576	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_raw.json	untracked	6071	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_summary.csv	untracked	324	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_summary.json	untracked	1679	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_raw.csv	untracked	0	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_raw.json	untracked	3	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_summary.csv	untracked	301	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_summary.json	untracked	795	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_raw.csv	untracked	2576	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_raw.json	untracked	6071	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_summary.csv	untracked	345	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_summary.json	untracked	1694	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/environment.json	untracked	12938	2026-08-16 12:11:29	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/exact_commands.md	untracked	477	2026-08-16 12:11:29	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/final_gate.json	untracked	1865	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/master_run_summaries.csv	untracked	3450	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/master_run_summaries.json	untracked	6967	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/matched_b_scaling.csv	untracked	324	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/matched_b_scaling.json	untracked	1679	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/memory_scaling_repaired.csv	untracked	262	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/memory_scaling_repaired.json	untracked	913	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/old_vs_new_comparison.csv	untracked	0	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
