benchmark,model_name,model_identity_hash,method,display_method,backend_method,method_config_hash,problem_id,base_seed,sample_id,effective_seed,task_key,dataset_sha256,prompt_hash,input_token_hash,generation_config_hash,parser_hash,reference_answer,parsed_answer,is_correct,parser_strategy,parser_error,generated_tokens,generated_token_hash,generated_text_sha256,stop_reason,eos_stop,length_stop,truncated,oom,runtime_error,source_result_path,source_result_sha256,experiment_id,config_hash,git_commit,physical_gpu_id,gpu_uuid,timestamp,k_bits,v_bits,group_size,sink_length,recent_length,residual_length,selector,v4_budget_fraction,observed_v4_fraction,cache_mode,prompt_protocol,formal_key
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,3,43,0,3043,aime25:p3:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,4e23311d7dfa4b6070198c38eb9b1766,d1fa92f5cd63fe490269c257103e01f3,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,117,117,True,boxed,,6129,7be02d8de372a766c00ba76d01f58dfe1790fc10b06c80f63f886ba127b97d51,ce6e7df9af352b7da3c842135f3e9f229cd804b5e8fa601ebea9e168e84d64b0,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed43/p03.json,a47242c17868589a2aa365ff5156dd686f8e939d0f3ee0f4d8086ef884a963d9,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:31:11.480796+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed43:p03
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,3,44,0,3044,aime25:p3:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,4e23311d7dfa4b6070198c38eb9b1766,d1fa92f5cd63fe490269c257103e01f3,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,117,117,True,boxed,,4052,177cd80a1c1df82cd633c3e21684f05009ce418533536851b694b6a748caaff5,c2a4863096440ee06c117b9f0d7e5f46bc50790ed8af7cf80cb23886a9d31e09,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed44/p03.json,6f6e372adf225bf28e67ff664f6c8f81f7efbedc642bd5eba4bef2e1d254abfa,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:33:47.988730+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed44:p03
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,4,42,0,4042,aime25:p4:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,d203570dd2cb4a40c3a495a237a94e6c,6a7fd6c176065bae7457ed3de0e773d8,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,279,279,True,boxed,,6195,0cc725895ab36ea818448f12b539e9e3a3a65ca8732c1e915ee7396e8d413196,ee4f9e5ea0fa710be9fe8ee31999c41114e9e648ae1bef3bf4506baf7069a06c,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed42/p04.json,44e5a34012da020a5c8001a22333130ca97e754e0d5dcf62ce8c5065f5a4d36a,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:38:15.175661+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed42:p04
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,4,43,0,4043,aime25:p4:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,d203570dd2cb4a40c3a495a237a94e6c,6a7fd6c176065bae7457ed3de0e773d8,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,279,279,True,boxed,,9640,b3e75c1a312f1810c255624aa7c8d84c7fb969e86d8ba76626312ac41ba557e1,3954599c71ee91aa5f790d663411f867a75f20e080bfeec72c6a7825b3b15ccb,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed43/p04.json,8376c06c14ac6bf0e1137c87bcb8a720eeee836747536abf853f049e13750319,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:46:19.406816+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed43:p04
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,4,44,0,4044,aime25:p4:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,d203570dd2cb4a40c3a495a237a94e6c,6a7fd6c176065bae7457ed3de0e773d8,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,279,0,False,tail_integer,,9492,29c72eadcfa556a6e390504406c93ea0c7adcbc2228fbb7f9ffbde3a38b312b1,799c915274800603b79b0f459c9bcbb775dc080955b46e9bbe9f677acc67afd4,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed44/p04.json,36ce7be55605eae1b89d61201bf9255e3a71c3cc462c280662adf3c7d06fbb78,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:54:13.311031+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed44:p04
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,5,42,0,5042,aime25:p5:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,5604f42e3edc95e3611c2bb9092c3753,f3a79cd6beb69ce526004ce8289c1641,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,504,504,True,boxed,,3888,2b9709d3f96885e601bb2a5f2ac13062343fd2003adba75ba3360fc79096a999,b8bae17f132c0316b3c01b2c551757e4b40b837d18e399ab8eccbe4c37b7100e,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed42/p05.json,611bf1fc31f9e89ccbaa6d9cdc4c1ed6cee57a15aa41fe072c63aaf2e6d46ece,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:56:42.599146+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed42:p05
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,5,43,0,5043,aime25:p5:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,5604f42e3edc95e3611c2bb9092c3753,f3a79cd6beb69ce526004ce8289c1641,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,504,504,True,boxed,,3570,63d06ef5891bc4181f98e79816751425d81132127815179c3e15f000a68f8fe3,890f9ee2186a9d96dfe037c577e993cedf5a1b137dec14f7569fb9e6350b0c55,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed43/p05.json,2bed5111b2cafece6ab1c17f5a6cae31154eb9d43a17b79e7f26c1a02931e2cf,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T08:58:57.301973+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed43:p05
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,5,44,0,5044,aime25:p5:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,5604f42e3edc95e3611c2bb9092c3753,f3a79cd6beb69ce526004ce8289c1641,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,504,504,True,boxed,,2497,40727e12951c6e41e140542a54de985d84b97aec4ada4c13f55fe2a31b1d754f,e006ac7137f59cb946c328dc6cb622f8b73b9ad1b728f89590f6c4232980b0a3,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed44/p05.json,08b75316b4829f3945e43900525dcb390b7243e880a5966235ab3f7faf952154,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T09:00:25.975995+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed44:p05
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,6,42,0,6042,aime25:p6:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,64a9ecdf5412d53e357a15aa766d1964,0118dd7f643d1d586b611f86a0df389e,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,821,,False,failure,,32768,6e349cdab7b4855d557c5008ebd1ff58539c916ef6724d54c6a3000f1f9a7c4d,e815cdae200ec43fa8189fd683b626caeb1c13bea6f4f31cf46abd4795e2d9fb,length,False,True,True,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed42/p06.json,a35211536e84e467abe4bae337e60ac96d2bd5a24124fc7524a39575e798d449,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T09:58:11.277014+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed42:p06
aime25,DeepSeek-R1-Distill-Llama-8B,6af5ef5a437b77f7fb395930f430a9a266efaa5ead3804aa92c8359e141f6185,FP16,FP16,fp16,7cffe089a9825640,6,43,0,6043,aime25:p6:s0,822a4c6ec6a41f65151cbc731d9d4ce2bb7bbd0f2f39bd7622be1b99d28e0d9d,64a9ecdf5412d53e357a15aa766d1964,0118dd7f643d1d586b611f86a0df389e,40fe960ae9f758e6,bench/aime_answer_parser.py:a7ab4395529caaa2cfcd9cb5203a2dd00723ac90fcd96d12bea77494b416b234,821,1,False,boxed,,12042,28ff099f369c80149bbe838f6cbc3a324258cbf9649c5487263376469513f533,82a5fd7ace851865aae73e08b33c839fa50305d93629779043d4a00729582346,eos,True,False,False,False,False,/home/qinch2023/v100_aime24_aime25_quality_work/Bounded-pattrenKV-method/results/aime25_full_causal25_quality_v100/formal/FP16/seed43/p06.json,16c7ae692d4dc615744c1be3d1cc5d90fa57f24aafcffc540fc5012416fbceb5,aime25_full_causal25_quality_v100_formal,fb8a77b673acfff3,fe834cd7e99a06f2aec37bfb6c74173ad7fee7c9,0,Tesla V100-SXM2-32GB,2026-08-20T10:09:23.434009+00:00,16,16,0,0,0,0,,,,,deepseek_r1_recommended,FP16:seed43:p06
